iter	RMSE
127	5.004396599
128	4.994568254
129	4.987296507
130	4.979039149
131	4.972721579
132	4.964372255
133	4.959119917
134	4.950750854
135	4.944984331
136	4.937928628
137	4.933816365
138	4.926957667
139	4.919073321
140	4.911022348
141	4.905973052
142	4.903529114
143	4.894422355
144	4.889514414
145	4.883476673
146	4.875824109
147	4.869451141
148	4.863665205
149	4.854802023
150	4.848475608
151	4.845658339
152	4.84272296
153	4.837698061
154	4.835302378
155	4.826294081
156	4.821595115
157	4.812097108
158	4.807061757
159	4.802269073
160	4.798314495
161	4.791388723
162	4.782250832
163	4.777598149
164	4.771163079
165	4.763271694
166	4.755759885
167	4.750163853
168	4.744850599
169	4.739510826
170	4.733842961
171	4.728397754
172	4.723675579
173	4.714774694
174	4.710511857
175	4.704930571
176	4.701234258
177	4.697302454
178	4.69170545
179	4.687565779
180	4.680276368
181	4.673201104
182	4.669411489
183	4.660975506
184	4.656300629
185	4.651061631
186	4.645895454
187	4.640749954
188	4.634968886
189	4.629816435
190	4.628309573
191	4.622155412
192	4.619485887
193	4.615358595
194	4.609096503
195	4.603567209
196	4.595208317
197	4.591680551
198	4.589275108
199	4.582927328
200	4.575867856
201	4.570551698
202	4.565572184
203	4.55609642
204	4.551879145
205	4.548526037
206	4.543253636
207	4.538657631
208	4.531472369
209	4.527012539
210	4.521524185
211	4.517690391
212	4.508963105
213	4.500560989
214	4.495776829
215	4.492481797
216	4.488855863
217	4.484530711
218	4.482392714
219	4.478345559
220	4.475571097
221	4.471378332
222	4.468706313
223	4.464337039
224	4.45981933
225	4.454144237
226	4.450091121
227	4.442839773
228	4.437662709
229	4.432987838
230	4.428678803
231	4.425084187
232	4.421980176
233	4.418161576
234	4.414309144
235	4.407334592
236	4.403746008
237	4.398986951
238	4.393173706
239	4.38905765
240	4.380723411
241	4.374846093
242	4.370759162
243	4.367162179
244	4.362653208
245	4.35313975
246	4.350138419
247	4.341662839
248	4.335550572
249	4.328694386
250	4.320474522
251	4.316545675
252	4.313607892
253	4.309717915
254	4.303151983
255	4.294994324
256	4.292300925
257	4.289779369
258	4.285882958
259	4.281650797
260	4.275613676
261	4.271263132
262	4.265105344
263	4.26168063
264	4.258101384
265	4.2513068
266	4.246850839
267	4.242885178
268	4.238466352
269	4.235106649
270	4.228492057
271	4.223425209
272	4.218737751
273	4.209316231
274	4.205267628
275	4.202159005
276	4.196323742
277	4.193698692
278	4.190286852
279	4.186750769
280	4.182255038
281	4.176930799
282	4.169654839
283	4.161568113
284	4.156864449
285	4.154145244
286	4.150910562
287	4.146804261
288	4.143842482
289	4.140064223
290	4.134259047
291	4.123576887
292	4.117234223
293	4.112034696
294	4.107706164
295	4.100839556
296	4.097909325
297	4.092923644
298	4.089801696
299	4.084721345
300	4.081342547
301	4.073575853
302	4.067967018
303	4.062823805
304	4.057636139
305	4.049567382
306	4.04647371
307	4.042283422
308	4.038633322
309	4.036179208
310	4.033592037
311	4.028672739
312	4.019998723
313	4.01585283
314	4.013321527
315	4.005878136
316	4.0034045
317	3.998831396
318	3.996822983
319	3.992028211
320	3.988542833
321	3.98232381
322	3.975497385
323	3.972177392
324	3.964245102
325	3.960823177
326	3.954566309
327	3.951063923
328	3.949555758
329	3.946799978
330	3.940974196
331	3.937012518
332	3.934117294
333	3.92819364
334	3.923825202
335	3.915838871
336	3.912840698
337	3.90726069
338	3.903581715
339	3.897445525
340	3.894740431
341	3.889189379
342	3.886300585
343	3.883449819
344	3.879121189
345	3.87554518
346	3.868221138
347	3.864494031
348	3.858428687
349	3.855461209
350	3.85001756
351	3.84459567
352	3.842048247
353	3.839135932
354	3.835994253
355	3.830018909
356	3.828234834
357	3.823950746
358	3.817906727
359	3.814631253
360	3.809551341
361	3.807057052
362	3.802729485
363	3.799109238
364	3.794243672
365	3.792684334
366	3.790621502
367	3.786460419
368	3.780359848
369	3.772659395
370	3.771409405
371	3.767532823
372	3.764287485
373	3.758176582
374	3.752599082
375	3.746568103
376	3.744174658
377	3.737385216
378	3.734868835
379	3.727903038
380	3.724049418
381	3.721814903
382	3.719398209
383	3.714744983
384	3.709803985
385	3.703935216
386	3.699590303
387	3.696142839
388	3.690436117
389	3.686121602
390	3.68464312
391	3.680404414
392	3.675146248
393	3.671014672
394	3.669848796
395	3.666669891
396	3.662879301
397	3.657834889
398	3.651229818
399	3.647553717
400	3.642786087
401	3.636511172
402	3.633936684
403	3.629315324
404	3.624828993
405	3.619484583
406	3.617032729
407	3.613127135
408	3.608424307
409	3.602441799
410	3.60035216
411	3.596274839
412	3.592350065
413	3.586670257
414	3.581073175
415	3.580603875
416	3.576706826
417	3.573966443
418	3.570134609
419	3.562813315
420	3.561415079
421	3.558023423
422	3.55233094
423	3.548352612
424	3.543555586
425	3.536631019
426	3.53450453
427	3.529707035
428	3.523867849
429	3.521227123
430	3.516973746
431	3.511931328
432	3.509024457
433	3.508515394
434	3.5066094
435	3.502854404
436	3.499879229
437	3.495250041
438	3.491785704
439	3.488126012
440	3.485481572
441	3.483401379
442	3.480087122
443	3.475219524
444	3.472329803
445	3.468104069
446	3.465519872
447	3.46039557
448	3.455857314
449	3.45394063
450	3.44852468
451	3.445840331
452	3.443343257
453	3.442287478
454	3.43759776
455	3.434756724
456	3.431418905
457	3.427779227
458	3.424809163
459	3.421275559
460	3.416955681
461	3.412806103
462	3.411709426
463	3.409995181
464	3.407677586
465	3.404442882
466	3.400669358
467	3.398884946
468	3.394271755
469	3.391104177
470	3.385307946
471	3.383446491
472	3.378436354
473	3.375180703
474	3.371613339
475	3.368144597
476	3.365777448
477	3.362807762
478	3.359525201
479	3.356195108
480	3.354179316
481	3.351208506
482	3.3489395
483	3.346602352
484	3.344861795
485	3.342794714
486	3.340432366
487	3.338339689
488	3.335364292
489	3.331417398
490	3.32864272
491	3.32477977
492	3.321498808
493	3.318634592
494	3.315164888
495	3.313480674
496	3.312083539
497	3.307602024
498	3.303486595
499	3.301035744
500	3.298857669
501	3.295729988
502	3.291406867
503	3.288898514
504	3.286740592
505	3.281308676
506	3.278092117
507	3.27412225
508	3.269713308
509	3.267976286
510	3.263906924
511	3.258388
512	3.255931468
513	3.253789539
514	3.248185323
515	3.24497274
516	3.242079048
517	3.239238691
518	3.238993026
519	3.236138805
520	3.232232164
521	3.23100713
522	3.228659694
523	3.222343333
524	3.22111787
525	3.213017864
526	3.210916835
527	3.208344743
528	3.205038332
529	3.202726426
530	3.198273122
531	3.193499484
532	3.190779423
533	3.188151669
534	3.183734137
535	3.181457927
536	3.17747141
537	3.17348474
538	3.169153391
539	3.165850467
540	3.161231571
541	3.158375946
542	3.156736223
543	3.154940424
544	3.152991117
545	3.150210531
546	3.145055635
547	3.143114688
548	3.141318273
549	3.137222553
550	3.132303112
551	3.130917367
552	3.127334584
553	3.126435638
554	3.123722861
555	3.120918282
556	3.119720082
557	3.11615237
558	3.114989505
559	3.110452863
560	3.105885708
561	3.101820139
562	3.097350565
563	3.094358046
564	3.092575171
565	3.089711449
566	3.088111263
567	3.083967076
568	3.081986942
569	3.079828283
570	3.07684719
571	3.071995567
572	3.069981959
573	3.068386409
574	3.066568029
575	3.065743731
576	3.063318612
577	3.060045149
578	3.055996681
579	3.053607605
580	3.050632498
581	3.04838615
582	3.045966607
583	3.043442659
584	3.041889643
585	3.040897706
586	3.039697504
587	3.037483207
588	3.035029413
589	3.032320211
590	3.030083987
591	3.027493694
592	3.02044549
593	3.016921004
594	3.012115849
595	3.009449881
596	3.00891202
597	3.006808952
598	3.006073842
599	3.00275591
600	3.000329064
601	2.999225011
602	2.997786265
603	2.997321994
604	2.993462908
605	2.992156468
606	2.989493825
607	2.985132321
608	2.982647125
609	2.978398016
610	2.974722025
611	2.970995151
612	2.969119868
613	2.968137354
614	2.963781555
615	2.961171964
616	2.95840834
617	2.955795794
618	2.952720814
619	2.950132669
620	2.947710363
621	2.941601913
622	2.937411852
623	2.932409157
624	2.929694985
625	2.928959497
626	2.925930761
627	2.922920185
628	2.922077793
629	2.918920716
630	2.913316375
631	2.910275468
632	2.90703767
633	2.905866534
634	2.901550861
635	2.899892026
636	2.898244982
637	2.894918675
638	2.892742534
639	2.890470048
640	2.886286146
641	2.881797031
642	2.881097611
643	2.877047073
644	2.875203709
645	2.871364879
646	2.870124086
647	2.866921464
648	2.864625087
649	2.863294154
650	2.860511869
651	2.858334545
652	2.855446761
653	2.852816274
654	2.851903712
655	2.85013401
656	2.846115861
657	2.843840384
658	2.843579099
659	2.84097208
660	2.83913435
661	2.836279124
662	2.833006998
663	2.829614926
664	2.827272568
665	2.824653865
666	2.823853059
667	2.819359199
668	2.817051837
669	2.814759775
670	2.81232531
671	2.811160813
672	2.809445951
673	2.805971627
674	2.801255637
675	2.799282175
676	2.79809124
677	2.795457644
678	2.792245522
679	2.79052603
680	2.78757048
681	2.786054312
682	2.78508037
683	2.781786942
684	2.779323938
685	2.777344724
686	2.77218008
687	2.770531503
688	2.769542727
689	2.768003898
690	2.765034943
691	2.762676333
692	2.761217703
693	2.75783389
694	2.754824651
695	2.754375462
696	2.752059742
697	2.748650152
698	2.745404698
699	2.743070536
700	2.741756606
701	2.739502386
702	2.738601152
703	2.736644023
704	2.73538158
705	2.732306321
706	2.730604351
707	2.728995689
708	2.725535442
709	2.723409517
710	2.721904357
711	2.720118632
712	2.716974955
713	2.716590625
714	2.716013635
715	2.711177226
716	2.709116243
717	2.707002479
718	2.702612008
719	2.700552936
720	2.696692063
721	2.694926249
722	2.694678682
723	2.6936958
724	2.689799802
725	2.685906089
726	2.682132597
727	2.680770373
728	2.678194958
729	2.675012817
730	2.673821776
731	2.671655352
732	2.669584336
733	2.667270348
734	2.665992282
735	2.663480709
736	2.661771103
737	2.660617386
738	2.657122313
739	2.654692536
740	2.652761594
741	2.65060696
742	2.648933219
743	2.645466058
744	2.642980394
745	2.64123061
746	2.639170868
747	2.637624924
748	2.635484517
749	2.633904206
750	2.630961192
751	2.630117163
752	2.629716916
753	2.628038471
754	2.625614301
755	2.623414899
756	2.618234853
757	2.614940427
758	2.613660352
759	2.611643181
760	2.609630944
761	2.607530956
762	2.606926651
763	2.605127264
764	2.603201084
765	2.601985512
766	2.600017649
767	2.598891077
768	2.595743866
769	2.595495934
770	2.592034796
771	2.590279014
772	2.588632446
773	2.587354732
774	2.586073608
775	2.584790792
776	2.58327828
777	2.582863555
778	2.580352449
779	2.57846089
780	2.576457344
781	2.574479761
782	2.572891213
783	2.569926377
784	2.568483955
785	2.566526597
786	2.565473873
787	2.565332279
788	2.564326246
789	2.562320981
790	2.559137162
791	2.556171321
792	2.553150369
793	2.551903205
794	2.547804203
795	2.542530347
796	2.540224728
797	2.538284855
798	2.536052484
799	2.534975933
800	2.534777592
801	2.533459315
802	2.531451062
803	2.530339367
804	2.528309777
805	2.526421634
806	2.525191263
807	2.523339565
808	2.5220559
809	2.521179424
810	2.519194481
811	2.515529792
812	2.514714297
813	2.512713276
814	2.511543891
815	2.510597926
816	2.508981852
817	2.507251955
818	2.50507499
819	2.504291247
820	2.502195367
821	2.500861969
822	2.499302824
823	2.498227406
824	2.497685823
825	2.493033572
826	2.490342601
827	2.489554648
828	2.48608353
829	2.485827226
830	2.483381097
831	2.481636881
832	2.480152013
833	2.476593204
834	2.473893578
835	2.472384497
836	2.470681102
837	2.467258334
838	2.464424273
839	2.462085904
840	2.459514116
841	2.456575479
842	2.455280497
843	2.451170962
844	2.449474346
845	2.446507882
846	2.445667608
847	2.444795345
848	2.441591209
849	2.438561802
850	2.435562605
851	2.433729972
852	2.432965309
853	2.429962434
854	2.426035417
855	2.425835028
856	2.423205432
857	2.419957196
858	2.419803619
859	2.418644535
860	2.416802717
861	2.41517864
862	2.414710891
863	2.41197333
864	2.411231231
865	2.410222411
866	2.409790871
867	2.408920217
868	2.406209565
869	2.404873991
870	2.401275743
871	2.399712038
872	2.399643734
873	2.397344347
874	2.395601379
875	2.3938239
876	2.393010178
877	2.390071562
878	2.388691729
879	2.384144313
880	2.382791249
881	2.381094903
882	2.377540252
883	2.375873758
884	2.37406191
885	2.373143376
886	2.371083183
887	2.369043073
888	2.367390631
889	2.365210759
890	2.361631721
891	2.358413651
892	2.355903894
893	2.35302537
894	2.351679095
895	2.350016211
896	2.346577472
897	2.345248195
898	2.342614201
899	2.342322492
900	2.339034542
901	2.336827037
902	2.335041167
903	2.334560074
904	2.334105278
905	2.331861018
906	2.329108696
907	2.328170357
908	2.327273775
909	2.326191425
910	2.323534497
911	2.322041386
912	2.318372709
913	2.317312546
914	2.31584478
915	2.31350139
916	2.310334224
917	2.307055403
918	2.306031561
919	2.303230562
920	2.302019889
921	2.298309878
922	2.29589284
923	2.293235797
924	2.291299466
925	2.289971577
926	2.287739107
927	2.286213958
928	2.285004696
929	2.283393343
930	2.2798734
931	2.278767043
932	2.27779059
933	2.274608443
934	2.27202571
935	2.2694758
936	2.26718783
937	2.263897539
938	2.262672917
939	2.258833116
940	2.257626853
941	2.254143626
942	2.25147473
943	2.248314803
944	2.247454087
945	2.245561858
946	2.242393645
947	2.241521794
948	2.237530978
949	2.234456225
950	2.232427126
951	2.231797047
952	2.230332536
953	2.229535682
954	2.228249827
955	2.224487511
956	2.222810024
957	2.220651164
958	2.218997576
959	2.217113235
960	2.216622593
961	2.213671248
962	2.212757595
963	2.209861826
964	2.207826918
965	2.207170902
966	2.20489956
967	2.202896765
968	2.201912066
969	2.201194525
970	2.200333647
971	2.198666044
972	2.196515964
973	2.194245463
974	2.191878288
975	2.190491572
976	2.189058379
977	2.188067679
978	2.185004518
979	2.18464041
980	2.184012087
981	2.180416702
982	2.179649705
983	2.177302391
984	2.175327517
985	2.173180677
986	2.172311037
987	2.167289278
988	2.166323298
989	2.164792016
990	2.162871659
991	2.160304608
992	2.158996226
993	2.157638921
994	2.154878562
995	2.153709072
996	2.151431707
997	2.148898515
998	2.147277599
999	2.145879744
